MovieTitle,ReleaseYear,Duration,Genre,Rating,Metascore,Votes,Gross
Ensayo de un crimen,1955,89 min,"Comedy, Crime, Drama",7.6,83,5784,5784
Nhung Xanh,1986,120 min,"Crime, Drama, Mystery",7.7,83,213159,213159
Camille Claudel,1988,175 min,"Biography, Drama, History",7.3,83,7311,7311
Sing Street,2016,106 min,"Comedy, Drama, Music",7.9,83,100150,100150
Touching the Void,2003,106 min,"Documentary, Adventure, Drama",8,83,37811,37811
Chú Tôi,1958,116 min,Comedy,7.7,83,24000,24000
Sons of the Desert,1933,68 min,"Comedy, Family",7.5,83,9498,9498
Ukigumo,1955,123 min,"Drama, Romance",7.6,83,3095,3095
Chiến Binh Báo Đen,2018,134 min,"Action, Adventure, Sci-Fi",7.3,83,828783,828783
Vương Quốc Trăng Lên,2012,94 min,"Adventure, Comedy, Drama",7.8,83,364940,364940
Stories We Tell,2012,108 min,Documentary,7.5,83,14045,14045
Timbuktu,2014,96 min,"Drama, War",7.1,83,18183,18183
Columbus,I 2017,104 min,Drama,7.2,83,20571,20571
Frankenstein Trẻ,1974,106 min,Comedy,8,83,167642,167642
Vivre sa vie: Film en douze tableaux,1962,80 min,Drama,7.8,83,34643,34643
L'eclisse,1962,126 min,"Drama, Romance",7.7,83,21804,21804
Ma nuit chez Maud,1969,110 min,"Comedy, Drama, Romance",7.8,83,14368,14368
Le boucher,1970,93 min,"Drama, Thriller",7.3,83,9290,9290
Les triplettes de Belleville,2003,80 min,"Animation, Adventure, Comedy",7.7,83,56710,56710
The Player,1992,124 min,"Comedy, Crime, Drama",7.5,83,65133,65133
Shirkers: Bộ Phim Bị Đánh Cắp,2018,97 min,Documentary,7.3,83,5625,5625
I Remember Mama,1948,134 min,"Drama, Family",7.9,83,5965,5965
Le vieil homme et l'enfant,1967,90 min,"Comedy, Drama",7.6,83,2480,2480
La ronde,1950,93 min,"Drama, Romance",7.5,83,5904,5904
I pugni in tasca,1965,110 min,Drama,7.6,83,4835,4835
Wild River,1960,110 min,"Drama, History, Romance",7.5,84,6113,6113
The Letter,1940,95 min,"Crime, Drama, Film-Noir",7.5,84,14378,14378
Kẻ Hủy Diệt,1984,107 min,"Action, Sci-Fi",8.1,84,914745,914745
Ngọa Hổ Tàng Long,2000,120 min,"Action, Adventure, Drama",7.9,84,280061,280061
The Prisoner of Zenda,1937,101 min,"Adventure, Drama, Romance",7.6,84,5001,5001
The War Game,1966 TV Movie,48 min,"Drama, War",8,84,7220,7220
Kiểu Tiếp Xúc Thứ 3,1977,138 min,"Drama, Sci-Fi",7.6,84,214637,214637
Kolja,1996,105 min,"Comedy, Drama, Music",7.7,84,16129,16129
For All Mankind,1989,80 min,"Documentary, History",8.1,84,6428,6428
Louie Bluie,1985,75 min,"Documentary, Music",7.6,84,888,888
The Invisible Man,1933,71 min,"Horror, Sci-Fi",7.6,84,39535,39535
Quai des Orfèvres,1947,106 min,"Crime, Drama",7.7,84,6344,6344
Marty,1955,90 min,"Drama, Romance",7.7,84,26626,26626
Love and Death,1975,85 min,"Comedy, War",7.7,84,40517,40517
Casque d'or,1952,99 min,"Crime, Drama, Romance",7.6,84,6136,6136
The Pawnbroker,1964,116 min,Drama,7.7,84,10587,10587
La historia oficial,1985,112 min,"Drama, History",7.7,84,10712,10712
Warui yatsu hodo yoku nemuru,1960,151 min,"Crime, Drama, Thriller",8,84,13831,13831
A Raisin in the Sun,1961,128 min,Drama,8,84,9392,9392
I fidanzati,1963,77 min,Drama,7.6,84,2281,2281
Nàng Công Chúa Ở Thung Lũng Gió,1984,117 min,"Animation, Adventure, Sci-Fi",8,84,180319,180319
Người Bất Tử,2007,87 min,"Drama, Fantasy, Mystery",7.8,84,197943,197943
Cuộc Đổ Bộ Bí Ẩn,II 2016,116 min,"Drama, Mystery, Sci-Fi",7.9,84,753408,753408
Mustang,2015,97 min,Drama,7.6,84,40586,40586
Cỗ Máy Tội Phạm,1971,136 min,"Crime, Sci-Fi",8.3,84,873133,873133
Mahanagar,1963,136 min,Drama,8.3,84,4916,4916
It's a Gift,1934,68 min,Comedy,7.1,84,5716,5716
Nybyggarna,1972,202 min,"Drama, Western",8,84,5191,5191
Căn Bệnh Thế Kỷ,2013,117 min,"Biography, Drama",7.9,84,514330,514330
Amores perros,2000,154 min,"Drama, Thriller",8.1,84,251207,251207
Jodorowsky's Dune,2013,90 min,Documentary,8,84,26594,26594
Young Mr. Lincoln,1939,100 min,"Biography, Drama, History",7.5,84,9086,9086
Carlos,2010,334 min,"Biography, Crime, Drama",7.6,84,14318,14318
Devi,1960,93 min,Drama,7.7,84,2746,2746
The Search,1948,104 min,"Drama, War",7.8,84,4737,4737
McCabe & Mrs. Miller,1971,120 min,"Drama, Western",7.6,84,27282,27282
Die Ehe der Maria Braun,1979,120 min,Drama,7.7,84,14749,14749
Three Identical Strangers,2018,96 min,"Documentary, Biography, Drama",7.6,84,38627,38627
Oci ciornie,1987,118 min,"Comedy, Romance, Drama",7.3,84,3480,3480
Chiến Dịch Sói Sa Mạc,2008,131 min,"Drama, Thriller, War",7.5,84,470524,470524
"Oslo, 31. august",2011,95 min,Drama,7.6,84,29232,29232
American Movie,1999,107 min,"Documentary, Comedy",7.8,84,19085,19085
Cánh Đồng Chết,1984,141 min,"Biography, Drama, History",7.8,84,58630,58630
Horse Feathers,1932,68 min,"Comedy, Family, Musical",7.5,84,13301,13301
Fat City,1972,96 min,"Drama, Sport",7.3,84,10246,10246
'Round Midnight,1986,133 min,"Drama, Music",7.4,84,5787,5787
C.R.A.Z.Y.,2005,129 min,"Comedy, Drama",7.8,84,34003,34003
Hold Back the Dawn,1941,116 min,"Drama, Romance",7.3,84,2757,2757
El verdugo,1963,87 min,"Drama, Comedy",7.9,84,7321,7321
Sóng Gió Cuộc Đời,1996,135 min,Drama,8,84,98145,98145
Cuộc Đời Bất Hạnh,1985,101 min,"Drama, Comedy",7.6,84,22338,22338
Winchester '73,1950,92 min,"Action, Drama, Western",7.6,84,21754,21754
Cúc Đậu,1990,95 min,"Drama, Romance",7.6,84,8928,8928
The Docks of New York,1928,76 min,"Crime, Drama, Film-Noir",7.5,84,4963,4963
Footlight Parade,1933,104 min,"Comedy, Musical, Romance",7.5,84,6005,6005
Le silence de la mer,1949,87 min,"Drama, Romance, War",7.6,84,5586,5586
Câu Chuyện Đồ Chơi 2,1999,92 min,"Animation, Adventure, Comedy",7.9,84,613762,613762
Paper Moon,1973,102 min,"Comedy, Crime, Drama",8.1,84,51875,51875
30' Sau Nửa Đêm,2012,157 min,"Drama, History, Thriller",7.4,84,316522,316522
La vie d'Adèle,2013,180 min,"Drama, Romance",7.7,84,161624,161624
Nghệ nhân Sushi,2011,81 min,Documentary,7.8,84,37728,37728
Crónica de un niño solo,1965,79 min,Drama,7.5,84,799,799
Carol,2015,118 min,"Drama, Romance",7.2,84,140869,140869
Forooshande,2016,124 min,"Drama, Thriller",7.7,84,64126,64126
Dinner at Eight,1933,111 min,Drama,7.5,84,8927,8927
Logan: Người Sói,2017,137 min,"Action, Drama, Sci-Fi",8.1,84,819425,819425
Kỳ Nghỉ Cuối Tuần,II 2011,97 min,"Drama, Romance",7.6,84,32428,32428
Mommy,I 2014,139 min,Drama,8,84,61182,61182
Pina,2011,103 min,"Documentary, Music",7.6,84,15782,15782
Taxi,III 2015,82 min,"Comedy, Drama",7.3,84,16379,16379
Le genou de Claire,1970,105 min,"Drama, Romance",7.5,84,12347,12347
Rebel Without a Cause,1955,111 min,Drama,7.6,84,97065,97065
Bob le flambeur,1956,98 min,"Crime, Drama, Thriller",7.6,84,13214,13214
Lola,1961,90 min,"Drama, Romance",7.5,84,7419,7419
Saturday Night and Sunday Morning,1960,89 min,"Drama, Romance",7.5,84,9218,9218
Fukushû suru wa ware ni ari,1979,140 min,"Crime, Drama",7.7,84,7203,7203
The Big Sleep,1978,99 min,"Crime, Drama, Mystery",5.7,84,5367,5367
Jakten,1959,94 min,"Drama, Romance, Thriller",7.3,84,464,464
Chiến Tranh Giữa Các Vì Sao Tập 7: Thần Lực Thức Tỉnh,2015,138 min,"Action, Adventure, Sci-Fi",7.8,84,967083,967083
Vệ Binh Dải Ngân Hà,2014,121 min,"Action, Adventure, Comedy",8,84,1261410,1261410
The Cloud-Capped Star,1960,126 min,Drama,7.8,84,3171,3171
Người Về Từ Sao Hỏa,2015,144 min,"Adventure, Drama, Sci-Fi",8,84,911366,911366
Tay Đấm Huyền Thoại,II 2015,133 min,"Action, Drama, Sport",7.6,84,307708,307708
Đảo Của Những Chú Chó,2018,101 min,"Animation, Adventure, Comedy",7.8,84,188338,188338
Tình Yêu Tìm Lại,2012,122 min,"Comedy, Drama, Romance",7.7,84,737510,737510
Le rayon vert,1986,99 min,"Drama, Romance",7.6,84,10297,10297
Triệu Phú Ổ Chuột,2008,120 min,"Crime, Drama, Romance",8,84,872461,872461
Kẻ Săn Tin Đen,2014,117 min,"Crime, Drama, Thriller",7.8,84,596607,596607
Nelyubov,2017,127 min,Drama,7.6,84,35244,35244
Der blaue Engel,1930,104 min,"Drama, Music",7.7,84,16163,16163
Jour de fête,1949,70 min,Comedy,7.2,84,8972,8972
Shanghai Express,1932,82 min,"Adventure, Drama, Film-Noir",7.3,84,10166,10166
Mies vailla menneisyyttä,2002,97 min,"Comedy, Drama, Romance",7.6,84,25429,25429
The Remains of the Day,1993,134 min,"Drama, Romance",7.8,84,83101,83101
Ossessione,1943,140 min,"Crime, Drama, Romance",7.6,84,8190,8190
The Gunfighter,1950,85 min,Western,7.7,84,12356,12356
Il posto,1961,93 min,Drama,7.9,84,6622,6622
Le cousin Jules,1972,91 min,Documentary,7.5,84,238,238
Tử Địa Skyfall,2012,143 min,"Action, Adventure, Thriller",7.8,84,725961,725961
Le fantôme de la liberté,1974,104 min,Comedy,7.8,84,17029,17029
Thiên Tài Bất Hảo,2017,130 min,"Comedy, Crime, Drama",7.6,87,23083,23083
L'amour fou,1969,252 min,"Drama, Romance",7.4,87,771,771
Người Chim hay (Công Dụng Không Ngờ Của Việc Kém Nổi Tiếng),2014,119 min,"Comedy, Drama",7.7,87,661056,661056
Sự Khởi Đầu Của Hành Tinh Khỉ,2014,130 min,"Action, Adventure, Drama",7.6,87,463750,463750
Den skyldige,2018,85 min,"Crime, Drama, Thriller",7.5,87,63721,63721
Central do Brasil,1998,110 min,Drama,8,87,41869,41869
Sita Sings the Blues,2008,82 min,"Animation, Comedy, Fantasy",7.6,87,4921,4921
Thunder Soul,2010,83 min,"Documentary, Music",7.6,87,533,533
Little Fugitive,1953,75 min,"Drama, Family",7.5,87,3007,3007
The Chant of Jimmie Blacksmith,1978,122 min,"Biography, Crime, Drama",7.3,87,2494,2494
Utamaro o meguru gonin no onna,1946,106 min,Drama,7,87,1410,1410
Hedwig and the Angry Inch,2001,95 min,"Comedy, Drama, Music",7.7,87,37153,37153
Le doulos,1962,108 min,"Crime, Thriller",7.7,87,11806,11806
Life Is Sweet,1990,103 min,"Comedy, Drama",7.4,87,11179,11179
La Belle Noiseuse,1991,238 min,Drama,7.5,87,9226,9226
Accattone,1961,117 min,Drama,7.6,87,10050,10050
The Hunchback of Notre Dame,1939,116 min,"Drama, Horror, Romance",7.8,87,12130,12130
4 aventures de Reinette et Mirabelle,1987,99 min,"Comedy, Drama, Romance",7.5,87,3454,3454
Il generale Della Rovere,1959,132 min,"Drama, War",7.7,87,3632,3632
Tội Phạm Nhân Bản 2049,2017,164 min,"Action, Drama, Mystery",8,87,645777,645777
Sedotta e abbandonata,1964,118 min,"Comedy, Drama",7.9,87,3821,3821
Quái Xế Baby,2017,113 min,"Action, Crime, Drama",7.5,87,598331,598331
Siêu Điệp Viên 3: Tối Hậu Thư Của Bourne,2007,115 min,"Action, Mystery, Thriller",8,87,654753,654753
Twenty Feet from Stardom,2013,91 min,"Documentary, Biography, History",7.4,87,13877,13877
Say Anything...,1989,100 min,"Comedy, Drama, Romance",7.3,87,95199,95199
Qingshaonian Nuozha,1992,106 min,"Crime, Drama, Romance",7.5,87,5418,5418
Bad ma ra khahad bord,1999,118 min,Drama,7.4,87,12110,12110
Rekopis znaleziony w Saragossie,1965,182 min,"Adventure, Comedy, Drama",7.8,87,5820,5820
This Happy Breed,1944,115 min,"Comedy, Drama",7.3,87,3919,3919
Night of the Demon,1957,96 min,"Fantasy, Horror, Mystery",7.4,87,15279,15279
Procès de Jeanne d'Arc,1962,64 min,"Biography, Drama, History",7.4,87,5847,5847
Room at the Top,1958,117 min,"Drama, Romance",7.5,87,7197,7197
Lola,1981,115 min,"Drama, Romance",7.4,87,6751,6751
Insiang,1976,95 min,Drama,7.5,87,2093,2093
Thảm Sát Ở Nam Kinh,2009,132 min,"Drama, History, War",7.7,87,11593,11593
Đêm Trước Lễ Tốt Nghiệp,2019,102 min,Comedy,7.1,87,129520,129520
Vùng Đất Câm Lặng,2018,90 min,"Drama, Horror, Sci-Fi",7.5,87,574422,574422
Hành Trình Của Moana,I 2016,107 min,"Animation, Adventure, Comedy",7.6,87,371321,371321
Week End,1967,105 min,"Adventure, Comedy, Drama",6.9,87,15649,15649
Don't Look Now,1973,110 min,"Drama, Horror, Mystery",7.1,87,61544,61544
Wagon Master,1950,86 min,"Drama, Western",7.1,87,5396,5396
Ida,2013,82 min,Drama,7.4,87,60323,60323
Ngày Đẫm Máu,1980,114 min,"Crime, Drama, Mystery",7.6,87,24997,24997
Koroshi no rakuin,1967,91 min,"Action, Crime, Drama",7.2,87,10076,10076
A New Leaf,1971,102 min,"Comedy, Romance",7.3,87,7462,7462
Maboroshi no hikari,1995,110 min,Drama,7.5,87,7185,7185
Le mari de la coiffeuse,1990,82 min,"Comedy, Drama, Romance",7.1,87,10291,10291
7 Men from Now,1956,78 min,Western,7.4,87,5910,5910
L'image manquante,2013,92 min,Documentary,7.3,87,3481,3481
Key Largo,1948,100 min,"Action, Crime, Drama",7.7,87,43607,43607
Adam's Rib,1949,101 min,"Comedy, Romance",7.4,87,22734,22734
Monsieur Hire,1989,81 min,"Crime, Drama, Romance",7.5,87,7069,7069
Ansiktet,1958,101 min,"Comedy, Drama",7.6,87,10816,10816
Chuyện đùa buổi tối,1953,93 min,Drama,7.4,87,7292,7292
Alice in den Städten,1974,113 min,Drama,7.9,87,12944,12944
Les vampires,1915,421 min,"Action, Adventure, Crime",7.3,87,5372,5372
¡Que viva México! Da zdravstvuyet Meksika!,1979,90 min,"Documentary, Drama, Western",7.4,87,1863,1863
Chiến Tranh Lạnh,2018,89 min,"Drama, Music, Romance",7.5,87,61387,61387
Quý Ông Lazhar,2011,95 min,"Comedy, Drama",7.5,87,21122,21122
Wadjda,2012,98 min,"Comedy, Drama",7.5,87,21323,21323
Profondo rosso,1975,127 min,"Horror, Mystery, Thriller",7.5,87,42100,42100
The More the Merrier,1943,104 min,Comedy,7.6,87,7350,7350
Man of the West,1958,100 min,Western,7.1,87,8994,8994
Project Nim,2011,93 min,Documentary,7.4,87,8577,8577
Phoenix,II 2014,98 min,"Drama, History, Music",7.3,87,20433,20433
120 Nhịp Tim 1 Phút,2017,143 min,Drama,7.4,87,16593,16593
Mafioso,1962,105 min,"Comedy, Crime, Drama",7.6,87,2936,2936
Atlantic City,1980,104 min,"Crime, Drama, Romance",7.3,87,18115,18115
Gilda,1946,110 min,"Drama, Film-Noir, Romance",7.6,87,34859,34859
The Band Wagon,1953,112 min,"Comedy, Musical, Romance",7.4,87,12401,12401
Long Môn Khách Sạn,1967,111 min,"Action, Adventure",7.4,87,3548,3548
Không Mặt Trời,1983,104 min,"Documentary, Drama",7.8,87,12019,12019
Oliver Twist,1948,116 min,Drama,7.8,87,13526,13526
L'âge d'or,1930,60 min,"Comedy, Drama",7.2,87,14685,14685
Gia Đình Siêu Nhân 2,2018,118 min,"Animation, Action, Adventure",7.6,87,326278,326278
127 Giờ Sinh Tử,2010,94 min,"Biography, Drama",7.5,87,397582,397582
Dính Bầu,2007,96 min,"Comedy, Drama",7.5,87,545355,545355
Dã Thú Một Quốc Gia,2015,137 min,"Drama, War",7.7,87,86148,86148
Viaggio in Italia,1954,85 min,"Drama, Romance",7.3,87,12037,12037
Kẻ Giả Mạo,2018,106 min,"Biography, Comedy, Crime",7.1,87,55739,55739
Park Row,1952,83 min,"Drama, Thriller",7.2,87,1995,1995
High Hopes,1988,108 min,"Comedy, Drama",7.4,87,5711,5711
Hành Trình Của Đam Mê,2013,104 min,"Drama, Music",7.4,87,162019,162019
Aquarius,I 2016,146 min,Drama,7.4,87,20649,20649
Bad Day at Black Rock,1955,81 min,"Crime, Drama, Mystery",7.7,87,23905,23905
Đồn Apache,1948,128 min,"Drama, Western",7.4,87,19437,19437
À nous la liberté,1931,83 min,"Comedy, Musical",7.4,87,4911,4911
Zelig,1983,79 min,Comedy,7.7,87,43823,43823
You Only Live Once,1937,86 min,"Crime, Drama, Film-Noir",7.2,87,7543,7543
El chacal de Nahueltoro,1969,95 min,"Biography, Crime, Drama",7.6,87,1112,1112
Strategia del ragno,1970,100 min,"Drama, Mystery",6.9,87,3095,3095
Tiền Bi,2011,133 min,"Biography, Drama, Sport",7.6,87,458464,458464
Chính Trị Gia Đồng Tính,I 2008,128 min,"Biography, Drama, History",7.5,87,179042,179042
"Deux jours, une nuit",2014,95 min,Drama,7.3,87,50274,50274
Foxtrot,II 2017,113 min,Drama,7.2,87,8017,8017
Đơn Giản Là Máu,1984,99 min,"Crime, Drama, Thriller",7.5,87,103754,103754
Force of Evil,1948,79 min,"Crime, Drama, Film-Noir",7.2,87,7579,7579
Never Give a Sucker an Even Break,1941,71 min,"Comedy, Musical",7,87,2615,2615
La chute de la maison Usher,1928,72 min,"Drama, Fantasy, Horror",7.3,87,4431,4431
La guerre est finie,1966,121 min,"Drama, War",7.3,87,2414,2414
Manila in the Claws of Light,1975,125 min,"Drama, Mystery",7.8,89,2599,2599
Cameraperson,2016,102 min,"Documentary, Biography, History",7.4,89,3169,3169
Ngón Tay Vàng,1964,110 min,"Action, Adventure, Thriller",7.7,89,200898,200898
Ostre sledované vlaky,1966,92 min,"Comedy, Drama, Romance",7.6,89,13658,13658
5 Fingers,1952,108 min,"Crime, Drama, Mystery",7.6,89,5406,5406
Naniwa erejî,1936,71 min,"Comedy, Drama",7.2,89,2565,2565
True Grit: Báo Thù,2010,110 min,"Drama, Western",7.6,89,354949,354949
Nebraska,2013,115 min,Drama,7.7,89,122632,122632
Diva,1981,117 min,"Crime, Music, Thriller",7.2,89,14167,14167
Paterson,2016,118 min,"Comedy, Drama, Romance",7.3,89,88013,88013
You Can Count on Me,2000,111 min,Drama,7.5,89,31195,31195
Kiss Me Deadly,1955,106 min,"Crime, Film-Noir, Mystery",7.5,89,21879,21879
Dead of Night,1945,103 min,"Drama, Horror",7.5,89,14004,14004
Westfront 1918: Vier von der Infanterie,1930,75 min,"Drama, Romance, War",7.4,89,2374,2374
The Young One,1960,96 min,Drama,7.4,89,3031,3031
Ponette,1996,97 min,Drama,7.5,89,4727,4727
Il postino,1994,108 min,"Biography, Comedy, Drama",7.8,89,38713,38713
'Northwest Passage' (Book I -- Rogers' Rangers),1940,126 min,"Adventure, Drama, History",7,89,3815,3815
La tortue rouge,2016,80 min,"Animation, Drama, Family",7.5,89,38144,38144
Hiệp Nữ,1971,200 min,"Action, Adventure, Drama",7.5,89,7179,7179
The Bank Dick,1940,72 min,Comedy,7.1,89,7753,7753
The Station Agent,2003,89 min,"Comedy, Drama",7.6,89,72907,72907
Forbidden Planet,1956,98 min,"Adventure, Sci-Fi",7.5,89,52627,52627
L'enfant sauvage,1970,83 min,"Biography, Drama, History",7.5,89,8805,8805
Le grand amour,1969,87 min,"Comedy, Romance",7.5,89,1357,1357
Longford,2006 TV Movie,93 min,"Biography, Crime, Drama",7.5,89,3268,3268
Léolo,1992,107 min,"Comedy, Drama, Fantasy",7.4,89,7304,7304
Tulitikkutehtaan tyttö,1990,69 min,"Comedy, Crime, Drama",7.5,89,11192,11192
Đảng 3K,2018,135 min,"Biography, Comedy, Crime",7.5,89,287913,287913
Cuộc Phiêu Lưu Của Hugo,2011,126 min,"Adventure, Drama, Family",7.5,89,335077,335077
If....,1968,111 min,"Crime, Drama",7.4,89,25042,25042
The Draughtsman's Contract,1982,108 min,"Comedy, Drama, Mystery",7.2,89,10929,10929
Raining Stones,1993,90 min,"Comedy, Drama",7.3,89,4867,4867
Entre les murs,2008,128 min,Drama,7.5,89,36281,36281
Cậu Bé Người Gỗ,1940,88 min,"Animation, Adventure, Comedy",7.5,89,158126,158126
A Phi Chính Truyện,1990,100 min,"Crime, Drama, Romance",7.4,89,25073,25073
Đại Chiến Hành Tinh Khỉ,2017,140 min,"Action, Adventure, Drama",7.4,89,277908,277908
Suspiria,1977,99 min,Horror,7.3,89,103915,103915
The Freshman,1925,77 min,"Comedy, Family, Romance",7.5,89,6002,6002
Sicario: Ranh Giới,2015,121 min,"Action, Crime, Drama",7.7,89,466387,466387
Tiếng Than,2016,156 min,"Drama, Horror, Mystery",7.4,89,79948,79948
L'argent,1983,85 min,"Crime, Drama",7.4,89,11640,11640
Boudu sauvé des eaux,1932,85 min,Comedy,7.2,89,6143,6143
Baby Doll,1956,114 min,"Comedy, Drama",7.3,89,8189,8189
The Lusty Men,1952,113 min,"Action, Drama, Sport",7.3,89,3596,3596
Criss Cross,1949,84 min,"Crime, Drama, Film-Noir",7.4,89,9509,9509
Nàng Bạch Tuyết và Bảy Chú Lùn,1937,83 min,"Animation, Adventure, Family",7.6,89,213394,213394
If Beale Street Could Talk,2018,119 min,"Drama, Romance",7.1,89,52052,52052
Gavagai,2016,90 min,Drama,6.5,89,106,106
Seto Surya,2016,89 min,"Adventure, Drama",7.1,89,616,616
Siêu Nhân,1978,143 min,"Action, Adventure, Sci-Fi",7.4,89,185864,185864
Battleground,1949,118 min,"Action, Drama, History",7.4,89,7760,7760
Sát Thủ Xuyên Không,2012,119 min,"Action, Drama, Sci-Fi",7.4,89,598690,598690
Lu bian ye can,2015,113 min,"Drama, Mystery",7.3,89,4295,4295
Les perles de la couronne,1937,118 min,"Comedy, History",6.9,89,629,629
Cừu Quê Ra Phố,2015,85 min,"Animation, Adventure, Comedy",7.3,89,43075,43075
Tù Nhân Thiếu Niên,2013,106 min,"Crime, Drama",7.3,89,48345,48345
Krisha,2015,83 min,Drama,7.1,89,9973,9973
Le amiche,1955,104 min,"Drama, Romance",7.1,89,3357,3357
Heidi,2015,111 min,"Drama, Family",7.4,89,6964,6964
Toni Erdmann,2016,162 min,"Comedy, Drama",7.3,89,51185,51185
Sweet Sixteen,I 2002,106 min,"Crime, Drama",7.4,89,15703,15703
Hậu Chiến,2017,134 min,"Drama, War",7.4,89,53651,53651
Picnic at Hanging Rock,1975,115 min,"Drama, Mystery",7.4,89,40466,40466
A Room with a View,1985,117 min,"Drama, Romance",7.2,89,47303,47303
The Regeneration,1915,72 min,"Biography, Crime, Drama",6.8,89,1404,1404
The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,1944,137 min,"Biography, Drama, History",7,89,6981,6981
On Dangerous Ground,1951,82 min,"Drama, Film-Noir",7.2,89,7978,7978
Salvatore Giuliano,1962,123 min,"Crime, Drama, History",7.3,89,3666,3666
La femme du boulanger,1938,133 min,"Comedy, Drama",7.5,89,2339,2339
American Graffiti,1973,110 min,"Comedy, Drama",7.4,89,97253,97253
La Telenovela Errante,2017,80 min,"Comedy, Drama, Fantasy",6.5,89,354,354
P'tit Quinquin,2014,206 min,"Comedy, Crime, Mystery",7.3,89,3061,3061
Sứ Mệnh Tuyệt Mật,1967,92 min,"Crime, Drama, Thriller",7.3,89,22950,22950
Le carrosse d'or,1952,103 min,"Comedy, Drama, History",7,89,3372,3372
San zimei,2012,153 min,Documentary,7.3,89,472,472
Săn Tiền Kiểu Mỹ,2013,138 min,"Crime, Drama",7.2,89,497980,497980
Bacalaureat,2016,128 min,"Crime, Drama",7.3,89,14621,14621
Ashug-Karibi,1988,73 min,Drama,7.2,89,2222,2222
Lucky,I 2017,88 min,"Comedy, Drama, Western",7.3,89,25721,25721
Cô Bé Lọ Lem,1950,74 min,"Animation, Family, Fantasy",7.3,89,172313,172313
Az én XX. századom,1989,102 min,"Comedy, Drama, Sci-Fi",7.1,89,1976,1976
Morocco,1930,92 min,"Drama, Romance",7,89,7394,7394
The Death of Stalin,2017,107 min,"Comedy, Drama, History",7.2,89,111822,111822
Vương Quốc Tội Phạm,2010,113 min,"Crime, Drama, Thriller",7.2,89,60068,60068
Housekeeping,1987,116 min,"Comedy, Drama",7.1,89,2877,2877
The Tall T,1957,78 min,Western,7.3,89,6050,6050
45 Years,2015,95 min,"Drama, Romance",7.1,89,34739,34739
Ilo Ilo,2013,99 min,Drama,7.2,89,4968,4968
Sobache serdtse,1988 TV Movie,136 min,"Comedy, Drama, Sci-Fi",8.6,89,8898,8898
Shazam!,2019,132 min,"Action, Adventure, Comedy",7,89,380610,380610
Menschen am Sonntag,1930,73 min,"Comedy, Drama, Romance",7.3,89,3503,3503
Heart of a Dog,2015,75 min,Documentary,7,89,2530,2530
Jigokumon,1953,89 min,"Drama, History",7.1,89,4197,4197
Trudno byt bogom,2013,177 min,"Drama, Sci-Fi",6.6,89,6288,6288
L'eau froide,1994,95 min,Drama,7,89,2188,2188
We the Animals,2018,94 min,Drama,6.9,89,4595,4595
David Holzman's Diary,1967,74 min,"Comedy, Drama",6.5,89,1823,1823
Moonrise,1948,90 min,"Crime, Drama, Film-Noir",7,89,2938,2938
Caught,1949,88 min,"Crime, Drama, Film-Noir",7,89,4308,4308
